id,question,category,tags
6329,What if I miss a dose of CETIRIZINE HYDROCHLORIDE?,Dosage,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;missed dose
6330,Is CETIRIZINE HYDROCHLORIDE safe for children?,Children,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;children;pediatric
6331,Can I take CETIRIZINE HYDROCHLORIDE if I have kidney disease?,Special Populations,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;kidney
6332,Can I take CETIRIZINE HYDROCHLORIDE if I have liver disease?,Special Populations,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;liver
6333,Does CETIRIZINE HYDROCHLORIDE expire? How long can I keep it?,Storage,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;expiration
6334,What should I do if I take too much CETIRIZINE HYDROCHLORIDE?,Overdose,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;overdose
6335,What should I know about CETIRIZINE HYDROCHLORIDE before taking it?,General,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
6336,What should I know about CETIRIZINE HYDROCHLORIDE before taking it?,General,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
6337,What should I know about CETIRIZINE HYDROCHLORIDE before taking it?,General,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
6338,What should I know about CETIRIZINE HYDROCHLORIDE before taking it?,General,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
6339,What should I know about CETIRIZINE HYDROCHLORIDE before taking it?,General,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec
6340,Can I take Zyrtec with other medications?,Drug Interactions,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;zyrtec;brand
6341,What are the side effects of Aller-Tec D?,Adverse Reactions,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;aller-tec d;brand
6342,How should I take Wal Zyr D?,Dosage,cetirizine hydrochloride;fda;label;zyrtec;aller-tec d;wal zyr d;zyrtec-d;aller-tec;wal zyr d;brand
6343,Does LEVOTHYROXINE SODIUM interact with other medications?,Drug Interactions,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;interactions
6344,Can I take LEVOTHYROXINE SODIUM with blood pressure medication?,Drug Interactions,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;interactions;blood pressure
6345,Can I take LEVOTHYROXINE SODIUM with ibuprofen or aspirin?,Drug Interactions,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;interactions;nsaid
6346,Who should not take LEVOTHYROXINE SODIUM?,Contraindications,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;contraindications
6347,How should I take LEVOTHYROXINE SODIUM?,Dosage,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;dosage
6348,What is the recommended dose of LEVOTHYROXINE SODIUM?,Dosage,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;dosage
6349,Can I take LEVOTHYROXINE SODIUM with food?,Dosage,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;dosage;food
6350,Is LEVOTHYROXINE SODIUM safe during pregnancy?,Pregnancy,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;pregnancy
6351,What are the side effects of LEVOTHYROXINE SODIUM?,Adverse Reactions,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;side effects
6352,Does LEVOTHYROXINE SODIUM cause drowsiness?,Adverse Reactions,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;drowsiness
6353,Can I take LEVOTHYROXINE SODIUM with alcohol?,Drug Interactions,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;alcohol;interactions
6354,Can I take LEVOTHYROXINE SODIUM with my other prescriptions?,Drug Interactions,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;interactions
6355,How do I store LEVOTHYROXINE SODIUM?,Storage,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;storage
6356,What if I miss a dose of LEVOTHYROXINE SODIUM?,Dosage,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;missed dose
6357,Is LEVOTHYROXINE SODIUM safe for children?,Children,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;children;pediatric
6358,Can I take LEVOTHYROXINE SODIUM if I have kidney disease?,Special Populations,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;kidney
6359,Can I take LEVOTHYROXINE SODIUM if I have liver disease?,Special Populations,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;liver
6360,Does LEVOTHYROXINE SODIUM expire? How long can I keep it?,Storage,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;expiration
6361,What should I do if I take too much LEVOTHYROXINE SODIUM?,Overdose,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;overdose
6362,What should I know about LEVOTHYROXINE SODIUM before taking it?,General,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity
6363,Can I take Thyro-Tabs with other medications?,Drug Interactions,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;thyro-tabs;brand
6364,What are the side effects of Tirosint?,Adverse Reactions,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;tirosint;brand
6365,How should I take ThyroKare?,Dosage,levothyroxine sodium;fda;label;thyro-tabs;tirosint;thyrokare;euthyrox;thyquidity;thyrokare;brand
6366,What are the warnings for NAPROXEN SODIUM?,Warnings,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;warnings
6367,Should I avoid NAPROXEN SODIUM if I have certain conditions?,Warnings,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;warnings;contraindications
6368,How should I take NAPROXEN SODIUM?,Dosage,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;dosage
6369,What is the recommended dose of NAPROXEN SODIUM?,Dosage,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;dosage
6370,Can I take NAPROXEN SODIUM with food?,Dosage,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;dosage;food
6371,Is NAPROXEN SODIUM safe during pregnancy?,Pregnancy,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;pregnancy
6372,Can I take NAPROXEN SODIUM with alcohol?,Drug Interactions,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;alcohol;interactions
6373,Can I take NAPROXEN SODIUM with my other prescriptions?,Drug Interactions,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;interactions
6374,How do I store NAPROXEN SODIUM?,Storage,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;storage
6375,What if I miss a dose of NAPROXEN SODIUM?,Dosage,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;missed dose
6376,Is NAPROXEN SODIUM safe for children?,Children,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;children;pediatric
6377,Can I take NAPROXEN SODIUM if I have kidney disease?,Special Populations,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;kidney
6378,Can I take NAPROXEN SODIUM if I have liver disease?,Special Populations,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;liver
6379,Does NAPROXEN SODIUM expire? How long can I keep it?,Storage,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;expiration
6380,What should I do if I take too much NAPROXEN SODIUM?,Overdose,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;overdose
6381,What should I know about NAPROXEN SODIUM before taking it?,General,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen
6382,What should I know about NAPROXEN SODIUM before taking it?,General,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen
6383,What should I know about NAPROXEN SODIUM before taking it?,General,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen
6384,What should I know about NAPROXEN SODIUM before taking it?,General,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen
6385,What should I know about NAPROXEN SODIUM before taking it?,General,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen
6386,Can I take Aleve with other medications?,Drug Interactions,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;aleve;brand
6387,What are the side effects of Aleve PM?,Adverse Reactions,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;aleve pm;brand
6388,How should I take Anaprox?,Dosage,naproxen sodium;fda;label;aleve;aleve pm;anaprox;treximet;wal-proxen;anaprox;brand
6389,Does METFORMIN HYDROCHLORIDE interact with other medications?,Drug Interactions,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;interactions
6390,Can I take METFORMIN HYDROCHLORIDE with blood pressure medication?,Drug Interactions,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;interactions;blood pressure
6391,Can I take METFORMIN HYDROCHLORIDE with ibuprofen or aspirin?,Drug Interactions,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;interactions;nsaid
6392,Who should not take METFORMIN HYDROCHLORIDE?,Contraindications,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;contraindications
6393,How should I take METFORMIN HYDROCHLORIDE?,Dosage,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;dosage
6394,What is the recommended dose of METFORMIN HYDROCHLORIDE?,Dosage,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;dosage
6395,Can I take METFORMIN HYDROCHLORIDE with food?,Dosage,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;dosage;food
6396,Is METFORMIN HYDROCHLORIDE safe during pregnancy?,Pregnancy,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;pregnancy
6397,What are the side effects of METFORMIN HYDROCHLORIDE?,Adverse Reactions,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;side effects
6398,Does METFORMIN HYDROCHLORIDE cause drowsiness?,Adverse Reactions,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;drowsiness
6399,Can I take METFORMIN HYDROCHLORIDE with alcohol?,Drug Interactions,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;alcohol;interactions
6400,Can I take METFORMIN HYDROCHLORIDE with my other prescriptions?,Drug Interactions,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;interactions
6401,How do I store METFORMIN HYDROCHLORIDE?,Storage,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;storage
6402,What if I miss a dose of METFORMIN HYDROCHLORIDE?,Dosage,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;missed dose
6403,Is METFORMIN HYDROCHLORIDE safe for children?,Children,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;children;pediatric
6404,Can I take METFORMIN HYDROCHLORIDE if I have kidney disease?,Special Populations,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;kidney
6405,Can I take METFORMIN HYDROCHLORIDE if I have liver disease?,Special Populations,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;liver
6406,Does METFORMIN HYDROCHLORIDE expire? How long can I keep it?,Storage,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;expiration
6407,What should I do if I take too much METFORMIN HYDROCHLORIDE?,Overdose,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;overdose
6408,What should I know about METFORMIN HYDROCHLORIDE before taking it?,General,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet
6409,Can I take Kombiglyze with other medications?,Drug Interactions,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;kombiglyze;brand
6410,What are the side effects of Jentadueto?,Adverse Reactions,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;jentadueto;brand
6411,How should I take Janumet?,Dosage,metformin hydrochloride;fda;label;kombiglyze;jentadueto;janumet;kazano;invokamet;janumet;brand
6412,Does BUPROPION HYDROCHLORIDE interact with other medications?,Drug Interactions,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;interactions
6413,Can I take BUPROPION HYDROCHLORIDE with blood pressure medication?,Drug Interactions,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;interactions;blood pressure
6414,Can I take BUPROPION HYDROCHLORIDE with ibuprofen or aspirin?,Drug Interactions,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;interactions;nsaid
6415,Who should not take BUPROPION HYDROCHLORIDE?,Contraindications,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;contraindications
6416,How should I take BUPROPION HYDROCHLORIDE?,Dosage,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;dosage
6417,What is the recommended dose of BUPROPION HYDROCHLORIDE?,Dosage,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;dosage
6418,Can I take BUPROPION HYDROCHLORIDE with food?,Dosage,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;dosage;food
6419,Is BUPROPION HYDROCHLORIDE safe during pregnancy?,Pregnancy,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;pregnancy
6420,What are the side effects of BUPROPION HYDROCHLORIDE?,Adverse Reactions,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;side effects
6421,Does BUPROPION HYDROCHLORIDE cause drowsiness?,Adverse Reactions,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;drowsiness
6422,Can I take BUPROPION HYDROCHLORIDE with alcohol?,Drug Interactions,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;alcohol;interactions
6423,Can I take BUPROPION HYDROCHLORIDE with my other prescriptions?,Drug Interactions,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;interactions
6424,How do I store BUPROPION HYDROCHLORIDE?,Storage,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;storage
6425,What if I miss a dose of BUPROPION HYDROCHLORIDE?,Dosage,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;missed dose
6426,Is BUPROPION HYDROCHLORIDE safe for children?,Children,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;children;pediatric
6427,Can I take BUPROPION HYDROCHLORIDE if I have kidney disease?,Special Populations,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;kidney
6428,Can I take BUPROPION HYDROCHLORIDE if I have liver disease?,Special Populations,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;liver
6429,Does BUPROPION HYDROCHLORIDE expire? How long can I keep it?,Storage,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;expiration
6430,What should I do if I take too much BUPROPION HYDROCHLORIDE?,Overdose,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;overdose
6431,What should I know about BUPROPION HYDROCHLORIDE before taking it?,General,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin
6432,Can I take Forfivo with other medications?,Drug Interactions,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;forfivo;brand
6433,What are the side effects of Contrave?,Adverse Reactions,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;contrave;brand
6434,How should I take Auvelity?,Dosage,bupropion hydrochloride;fda;label;forfivo;contrave;auvelity;wellbutrin;auvelity;brand
6435,Does ATORVASTATIN CALCIUM interact with other medications?,Drug Interactions,atorvastatin calcium;fda;label;interactions
6436,Can I take ATORVASTATIN CALCIUM with blood pressure medication?,Drug Interactions,atorvastatin calcium;fda;label;interactions;blood pressure
